x,y,r,g,b
1,7,254,254,254
2,7,1,1,1
3,7,254,254,254
4,7,254,254,254
5,7,254,254,254
6,7,254,254,254
7,7,254,254,254
8,7,254,254,254
9,7,254,254,254
10,7,254,254,254
11,7,254,254,254
12,7,1,1,1
13,7,1,1,1
14,7,254,254,254
15,7,254,254,254
16,7,1,1,1
17,7,254,254,254
18,7,1,1,1
19,7,254,254,254
20,7,1,1,1
21,7,254,254,254
22,7,1,1,1
23,7,254,254,254
24,7,254,254,254
25,7,254,254,254
26,7,254,254,254
27,7,254,254,254
28,7,254,254,254
29,7,1,1,1
30,7,254,254,254
31,7,1,1,1
0,8,1,1,1
1,8,254,254,254
2,8,1,1,1
3,8,254,254,254
4,8,254,254,254
5,8,254,254,254
6,8,254,254,254
7,8,254,254,254
8,8,254,254,254
9,8,254,254,254
10,8,254,254,254
11,8,254,254,254
12,8,1,1,1
13,8,1,1,1
14,8,254,254,254
15,8,254,254,254
16,8,1,1,1
17,8,254,254,254
18,8,1,1,1
19,8,254,254,254
20,8,1,1,1
21,8,254,254,254
22,8,1,1,1
23,8,254,254,254
24,8,254,254,254
25,8,254,254,254
26,8,254,254,254
27,8,254,254,254
28,8,254,254,254
29,8,1,1,1
30,8,254,254,254
31,8,1,1,1
0,9,1,1,1
1,9,254,254,254
2,9,1,1,1
3,9,254,254,254
4,9,254,254,254
5,9,254,254,254
6,9,254,254,254
7,9,254,254,254
8,9,254,254,254
9,9,254,254,254
10,9,254,254,254
11,9,254,254,254
12,9,1,1,1
13,9,1,1,1
14,9,254,254,254
15,9,254,254,254
16,9,1,1,1
17,9,254,254,254
18,9,1,1,1
19,9,254,254,254
20,9,1,1,1
21,9,254,254,254
22,9,1,1,1
23,9,254,254,254
24,9,254,254,254
25,9,254,254,254
26,9,254,254,254
27,9,254,254,254
28,9,254,254,254
29,9,1,1,1
30,9,254,254,254
31,9,1,1,1
0,10,1,1,1
1,10,254,254,254
2,10,1,1,1
3,10,254,254,254
4,10,254,254,254
5,10,254,254,254
6,10,254,254,254
7,10,254,254,254
8,10,254,254,254
9,10,254,254,254
10,10,254,254,254
11,10,254,254,254
12,10,1,1,1
13,10,1,1,1
14,10,254,254,254
15,10,254,254,254
16,10,1,1,1
17,10,254,254,254
18,10,1,1,1
19,10,254,254,254
20,10,1,1,1
21,10,254,254,254
22,10,1,1,1
23,10,254,254,254
24,10,254,254,254
25,10,254,254,254
26,10,254,254,254
27,10,254,254,254
28,10,254,254,254
29,10,1,1,1
30,10,254,254,254
31,10,1,1,1
0,11,1,1,1
1,11,254,254,254
2,11,1,1,1
3,11,254,254,254
4,11,254,254,254
5,11,254,254,254
6,11,254,254,254
7,11,254,254,254
8,11,254,254,254
9,11,254,254,254
10,11,254,254,254
11,11,254,254,254
12,11,1,1,1
13,11,1,1,1
14,11,254,254,254
15,11,254,254,254
16,11,1,1,1
17,11,254,254,254
18,11,1,1,1
19,11,254,254,254
20,11,1,1,1
21,11,254,254,254
22,11,1,1,1
23,11,254,254,254
24,11,254,254,254
25,11,254,254,254
26,11,254,254,254
27,11,254,254,254
28,11,254,254,254
29,11,1,1,1
30,11,254,254,254
31,11,1,1,1
0,12,1,1,1
1,12,254,254,254
2,12,1,1,1
3,12,254,254,254
4,12,254,254,254
5,12,254,254,254
6,12,254,254,254
7,12,254,254,254
8,12,254,254,254
9,12,254,254,254
10,12,254,254,254
11,12,254,254,254
12,12,1,1,1
13,12,1,1,1
14,12,254,254,254
15,12,254,254,254
16,12,1,1,1
17,12,254,254,254
18,12,1,1,1
19,12,254,254,254
20,12,1,1,1
21,12,254,254,254
22,12,1,1,1
23,12,254,254,254
24,12,254,254,254
25,12,254,254,254
26,12,254,254,254
27,12,254,254,254
28,12,254,254,254
29,12,1,1,1
30,12,254,254,254
31,12,1,1,1
0,13,1,1,1
1,13,254,254,254
2,13,1,1,1
3,13,254,254,254
4,13,254,254,254
5,13,254,254,254
6,13,254,254,254
7,13,254,254,254
8,13,254,254,254
9,13,254,254,254
10,13,254,254,254
11,13,254,254,254
12,13,1,1,1
13,13,1,1,1
14,13,254,254,254
15,13,254,254,254
16,13,1,1,1
17,13,254,254,254
18,13,1,1,1
19,13,254,254,254
20,13,1,1,1
21,13,254,254,254
22,13,1,1,1
23,13,254,254,254
24,13,254,254,254
25,13,254,254,254
26,13,254,254,254
27,13,254,254,254
28,13,254,254,254
29,13,1,1,1
30,13,254,254,254
31,13,1,1,1
0,14,1,1,1
1,14,254,254,254
2,14,1,1,1
3,14,254,254,254
4,14,254,254,254
5,14,254,254,254
6,14,254,254,254
7,14,254,254,254
8,14,254,254,254
9,14,254,254,254
10,14,254,254,254
11,14,254,254,254
12,14,1,1,1
13,14,1,1,1
14,14,254,254,254
15,14,254,254,254
16,14,1,1,1
17,14,254,254,254
18,14,1,1,1
19,14,254,254,254
20,14,1,1,1
21,14,254,254,254
22,14,1,1,1
23,14,254,254,254
24,14,254,254,254
25,14,254,254,254
26,14,254,254,254
27,14,254,254,254
28,14,254,254,254
29,14,1,1,1
30,14,254,254,254
31,14,1,1,1
0,15,1,1,1
1,15,254,254,254
2,15,1,1,1
3,15,254,254,254
4,15,254,254,254
5,15,254,254,254
6,15,254,254,254
7,15,254,254,254
8,15,254,254,254
9,15,254,254,254
10,15,254,254,254
11,15,254,254,254
12,15,1,1,1
13,15,1,1,1
14,15,254,254,254
15,15,254,254,254
16,15,1,1,1
17,15,254,254,254
18,15,1,1,1
19,15,254,254,254
20,15,1,1,1
21,15,254,254,254
22,15,1,1,1
23,15,254,254,254
24,15,254,254,254
25,15,254,254,254
26,15,254,254,254
27,15,254,254,254
28,15,254,254,254
29,15,1,1,1
30,15,254,254,254
31,15,1,1,1
0,16,1,1,1
1,16,254,254,254
2,16,1,1,1
3,16,254,254,254
4,16,254,254,254
5,16,254,254,254
6,16,254,254,254
7,16,254,254,254
8,16,254,254,254
9,16,254,254,254
10,16,254,254,254
11,16,254,254,254
12,16,1,1,1
13,16,1,1,1
14,16,254,254,254
15,16,254,254,254
16,16,1,1,1
17,16,254,254,254
18,16,1,1,1
19,16,254,254,254
20,16,1,1,1
21,16,254,254,254
22,16,1,1,1
23,16,254,254,254
24,16,254,254,254
25,16,254,254,254
26,16,254,254,254
27,16,254,254,254
28,16,254,254,254
29,16,1,1,1
30,16,254,254,254
31,16,1,1,1
0,17,1,1,1
1,17,254,254,254
2,17,1,1,1
3,17,254,254,254
4,17,254,254,254
5,17,254,254,254
6,17,254,254,254
7,17,254,254,254
8,17,254,254,254
9,17,254,254,254
10,17,254,254,254
11,17,254,254,254
12,17,1,1,1
13,17,1,1,1
14,17,254,254,254
15,17,254,254,254
16,17,1,1,1
17,17,254,254,254
18,17,1,1,1
19,17,254,254,254
20,17,1,1,1
21,17,254,254,254
22,17,1,1,1
23,17,254,254,254
24,17,254,254,254
25,17,254,254,254
26,17,254,254,254
27,17,254,254,254
28,17,254,254,254
29,17,1,1,1
30,17,254,254,254
31,17,1,1,1
0,18,1,1,1
1,18,254,254,254
2,18,1,1,1
3,18,254,254,254
4,18,1,1,1
5,18,1,1,1
6,18,1,1,1
7,18,1,1,1
8,18,1,1,1
9,18,1,1,1
10,18,1,1,1
11,18,254,254,254
12,18,1,1,1
13,18,1,1,1
14,18,254,254,254
15,18,254,254,254
16,18,1,1,1
17,18,254,254,254
18,18,1,1,1
19,18,254,254,254
20,18,1,1,1
21,18,254,254,254
22,18,1,1,1
23,18,254,254,254
24,18,254,254,254
25,18,254,254,254
26,18,254,254,254
27,18,254,254,254
28,18,254,254,254
29,18,1,1,1
30,18,254,254,254
31,18,1,1,1
0,19,1,1,1
1,19,254,254,254
2,19,1,1,1
3,19,254,254,254
4,19,1,1,1
5,19,1,1,1
6,19,1,1,1
7,19,1,1,1
8,19,1,1,1
9,19,1,1,1
10,19,1,1,1
11,19,254,254,254
12,19,1,1,1
13,19,1,1,1
14,19,254,254,254
15,19,254,254,254
16,19,1,1,1
17,19,254,254,254
18,19,1,1,1
19,19,254,254,254
20,19,1,1,1
21,19,254,254,254
22,19,1,1,1
23,19,254,254,254
24,19,254,254,254
25,19,254,254,254
26,19,254,254,254
27,19,254,254,254
28,19,254,254,254
29,19,1,1,1
30,19,254,254,254
31,19,1,1,1
0,20,1,1,1
1,20,254,254,254
2,20,1,1,1
3,20,254,254,254
4,20,1,1,1
5,20,1,1,1
6,20,1,1,1
7,20,1,1,1
8,20,1,1,1
9,20,1,1,1
10,20,1,1,1
11,20,254,254,254
12,20,1,1,1
13,20,1,1,1
14,20,254,254,254
15,20,254,254,254
16,20,1,1,1
17,20,254,254,254
18,20,1,1,1
19,20,254,254,254
20,20,1,1,1
21,20,254,254,254
22,20,1,1,1
23,20,254,254,254
24,20,254,254,254
25,20,254,254,254
26,20,254,254,254
27,20,254,254,254
28,20,254,254,254
29,20,1,1,1
30,20,254,254,254
31,20,1,1,1
0,21,1,1,1
1,21,254,254,254
2,21,1,1,1
3,21,254,254,254
4,21,254,254,254
5,21,254,254,254
6,21,254,254,254
7,21,254,254,254
8,21,254,254,254
9,21,254,254,254
10,21,254,254,254
11,21,254,254,254
12,21,1,1,1
13,21,1,1,1
14,21,254,254,254
15,21,254,254,254
16,21,1,1,1
17,21,254,254,254
18,21,1,1,1
19,21,254,254,254
20,21,1,1,1
21,21,254,254,254
22,21,1,1,1
23,21,254,254,254
24,21,254,254,254
25,21,254,254,254
26,21,254,254,254
27,21,254,254,254
28,21,254,254,254
29,21,1,1,1
30,21,254,254,254
31,21,1,1,1
0,22,1,1,1
1,22,254,254,254
2,22,1,1,1
3,22,254,254,254
4,22,254,254,254
5,22,254,254,254
6,22,254,254,254
7,22,254,254,254
8,22,254,254,254
9,22,254,254,254
10,22,254,254,254
11,22,254,254,254
12,22,1,1,1
13,22,1,1,1
14,22,254,254,254
15,22,254,254,254
16,22,1,1,1
17,22,254,254,254
18,22,1,1,1
19,22,254,254,254
20,22,1,1,1
21,22,254,254,254
22,22,1,1,1
23,22,254,254,254
24,22,254,254,254
25,22,254,254,254
26,22,254,254,254
27,22,254,254,254
28,22,254,254,254
29,22,1,1,1
30,22,254,254,254
31,22,1,1,1
0,23,1,1,1
1,23,254,254,254
2,23,1,1,1
3,23,1,1,1
4,23,1,1,1
5,23,1,1,1
6,23,1,1,1
7,23,1,1,1
8,23,1,1,1
9,23,1,1,1
10,23,1,1,1
11,23,1,1,1
12,23,1,1,1
13,23,1,1,1
14,23,254,254,254
15,23,254,254,254
16,23,1,1,1
17,23,254,254,254
18,23,1,1,1
19,23,254,254,254
20,23,1,1,1
21,23,254,254,254
22,23,1,1,1
23,23,254,254,254
24,23,254,254,254
25,23,254,254,254
26,23,254,254,254
27,23,254,254,254
28,23,254,254,254
29,23,1,1,1
30,23,254,254,254
31,23,1,1,1
0,24,1,1,1
1,24,254,254,254
2,24,254,254,254
3,24,1,1,1
4,24,1,1,1
5,24,1,1,1
6,24,1,1,1
7,24,1,1,1
8,24,1,1,1
9,24,1,1,1
10,24,1,1,1
11,24,1,1,1
12,24,1,1,1
13,24,1,1,1
14,24,254,254,254
15,24,254,254,254
16,24,1,1,1
17,24,254,254,254
18,24,1,1,1
19,24,254,254,254
20,24,1,1,1
21,24,254,254,254
22,24,1,1,1
23,24,254,254,254
24,24,254,254,254
25,24,254,254,254
26,24,254,254,254
27,24,254,254,254
28,24,254,254,254
29,24,1,1,1
30,24,254,254,254
31,24,1,1,1
0,25,1,1,1
1,25,254,254,254
2,25,254,254,254
3,25,254,254,254
4,25,1,1,1
5,25,1,1,1
6,25,1,1,1
7,25,1,1,1
8,25,1,1,1
9,25,1,1,1
10,25,1,1,1
11,25,1,1,1
12,25,1,1,1
13,25,1,1,1
14,25,254,254,254
15,25,254,254,254
16,25,1,1,1
17,25,254,254,254
18,25,1,1,1
19,25,254,254,254
20,25,1,1,1
21,25,254,254,254
22,25,1,1,1
23,25,254,254,254
24,25,254,254,254
25,25,254,254,254
26,25,254,254,254
27,25,254,254,254
28,25,254,254,254
29,25,1,1,1
30,25,254,254,254
31,25,1,1,1
0,26,1,1,1
1,26,254,254,254
2,26,254,254,254
3,26,254,254,254
4,26,254,254,254
5,26,1,1,1
6,26,1,1,1
7,26,1,1,1
8,26,1,1,1
9,26,1,1,1
10,26,1,1,1
11,26,1,1,1
12,26,1,1,1
13,26,1,1,1
14,26,254,254,254
15,26,254,254,254
16,26,1,1,1
17,26,254,254,254
18,26,1,1,1
19,26,254,254,254
20,26,1,1,1
21,26,254,254,254
22,26,1,1,1
23,26,254,254,254
24,26,254,254,254
25,26,254,254,254
26,26,254,254,254
27,26,254,254,254
28,26,254,254,254
29,26,1,1,1
30,26,254,254,254
31,26,1,1,1
0,27,1,1,1
1,27,254,254,254
2,27,254,254,254
3,27,254,254,254
4,27,254,254,254
5,27,254,254,254
6,27,1,1,1
7,27,1,1,1
8,27,1,1,1
9,27,1,1,1
10,27,1,1,1
11,27,1,1,1
12,27,1,1,1
13,27,1,1,1
14,27,254,254,254
15,27,254,254,254
16,27,254,254,254
17,27,254,254,254
18,27,254,254,254
19,27,254,254,254
20,27,254,254,254
21,27,254,254,254
22,27,254,254,254
23,27,254,254,254
24,27,254,254,254
25,27,254,254,254
26,27,254,254,254
27,27,254,254,254
28,27,254,254,254
29,27,1,1,1
30,27,254,254,254
31,27,1,1,1
0,28,1,1,1
1,28,254,254,254
2,28,254,254,254
3,28,254,254,254
4,28,254,254,254
5,28,254,254,254
6,28,254,254,254
7,28,1,1,1
8,28,1,1,1
9,28,1,1,1
10,28,1,1,1
11,28,1,1,1
12,28,1,1,1
13,28,1,1,1
14,28,1,1,1
15,28,1,1,1
16,28,1,1,1
17,28,1,1,1
18,28,1,1,1
19,28,1,1,1
20,28,1,1,1
21,28,1,1,1
22,28,1,1,1
23,28,1,1,1
24,28,1,1,1
25,28,1,1,1
26,28,1,1,1
27,28,1,1,1
28,28,1,1,1
29,28,1,1,1
30,28,254,254,254
31,28,1,1,1
0,29,1,1,1
1,29,254,254,254
2,29,254,254,254
3,29,254,254,254
4,29,254,254,254
5,29,254,254,254
6,29,254,254,254
7,29,254,254,254
8,29,1,1,1
9,29,1,1,1
10,29,1,1,1
11,29,1,1,1
12,29,1,1,1
13,29,1,1,1
14,29,1,1,1
15,29,1,1,1
16,29,1,1,1
17,29,1,1,1
18,29,1,1,1
19,29,1,1,1
20,29,1,1,1
21,29,1,1,1
22,29,1,1,1
23,29,1,1,1
24,29,1,1,1
25,29,1,1,1
26,29,1,1,1
27,29,1,1,1
28,29,1,1,1
29,29,1,1,1
30,29,254,254,254
31,29,1,1,1
0,30,1,1,1
1,30,254,254,254
2,30,254,254,254
3,30,254,254,254
4,30,254,254,254
5,30,254,254,254
6,30,254,254,254
7,30,254,254,254
8,30,254,254,254
9,30,254,254,254
10,30,254,254,254
11,30,254,254,254
12,30,254,254,254
13,30,254,254,254
14,30,254,254,254
15,30,254,254,254
16,30,254,254,254
17,30,254,254,254
18,30,254,254,254
19,30,254,254,254
20,30,254,254,254
21,30,254,254,254
22,30,254,254,254
23,30,254,254,254
24,30,254,254,254
25,30,254,254,254
26,30,254,254,254
27,30,254,254,254
28,30,254,254,254
29,30,254,254,254
30,30,254,254,254
31,30,1,1,1
0,31,1,1,1
1,31,1,1,1
2,31,1,1,1
3,31,1,1,1
4,31,1,1,1
5,31,1,1,1
6,31,1,1,1
7,31,1,1,1
8,31,1,1,1
9,31,1,1,1
10,31,1,1,1
11,31,1,1,1
12,31,1,1,1
13,31,1,1,1
14,31,1,1,1
15,31,1,1,1
16,31,1,1,1
17,31,1,1,1
18,31,1,1,1
19,31,1,1,1
20,31,1,1,1
21,31,1,1,1
22,31,1,1,1
23,31,1,1,1
24,31,1,1,1
25,31,1,1,1
26,31,1,1,1
27,31,1,1,1
28,31,1,1,1
29,31,1,1,1
30,31,1,1,1
31,31,1,1,1
