x,y,r,g,b
11,13,0,0,0
12,13,15,15,15
13,13,15,15,15
14,13,15,15,15
15,13,0,0,0
16,13,15,15,15
17,13,15,15,15
18,13,15,15,15
19,13,15,15,15
20,13,15,15,15
21,13,15,15,15
22,13,15,15,15
23,13,15,15,15
24,13,15,15,15
25,13,0,0,0
26,13,15,15,15
27,13,15,15,15
28,13,15,15,15
29,13,15,15,15
30,13,15,15,15
31,13,0,0,0
0,14,0,0,0
1,14,15,15,15
2,14,15,15,15
3,14,15,15,15
4,14,0,0,0
5,14,15,15,15
6,14,15,15,15
7,14,15,15,15
8,14,15,15,15
9,14,15,15,15
10,14,0,0,0
11,14,15,15,15
12,14,15,15,15
13,14,15,15,15
14,14,15,15,15
15,14,0,0,0
16,14,15,15,15
17,14,15,15,15
18,14,15,15,15
19,14,15,15,15
20,14,15,15,15
21,14,15,15,15
22,14,15,15,15
23,14,15,15,15
24,14,15,15,15
25,14,15,15,15
26,14,0,0,0
27,14,15,15,15
28,14,15,15,15
29,14,15,15,15
30,14,15,15,15
31,14,0,0,0
0,15,0,0,0
1,15,15,15,15
2,15,15,15,15
3,15,15,15,15
4,15,0,0,0
5,15,15,15,15
6,15,15,15,15
7,15,15,15,15
8,15,15,15,15
9,15,0,0,0
10,15,15,15,15
11,15,15,15,15
12,15,15,15,15
13,15,15,15,15
14,15,15,15,15
15,15,0,0,0
16,15,15,15,15
17,15,15,15,15
18,15,15,15,15
19,15,15,15,15
20,15,15,15,15
21,15,15,15,15
22,15,15,15,15
23,15,15,15,15
24,15,15,15,15
25,15,15,15,15
26,15,15,15,15
27,15,0,0,0
28,15,15,15,15
29,15,15,15,15
30,15,15,15,15
31,15,0,0,0
0,16,0,0,0
1,16,15,15,15
2,16,15,15,15
3,16,15,15,15
4,16,15,15,15
5,16,0,0,0
6,16,15,15,15
7,16,15,15,15
8,16,0,0,0
9,16,15,15,15
10,16,15,15,15
11,16,15,15,15
12,16,15,15,15
13,16,15,15,15
14,16,15,15,15
15,16,0,0,0
16,16,15,15,15
17,16,15,15,15
18,16,15,15,15
19,16,15,15,15
20,16,15,15,15
21,16,15,15,15
22,16,15,15,15
23,16,15,15,15
24,16,15,15,15
25,16,15,15,15
26,16,15,15,15
27,16,15,15,15
28,16,0,0,0
29,16,15,15,15
30,16,15,15,15
31,16,0,0,0
0,17,0,0,0
1,17,15,15,15
2,17,15,15,15
3,17,15,15,15
4,17,15,15,15
5,17,0,0,0
6,17,0,0,0
7,17,0,0,0
8,17,15,15,15
9,17,15,15,15
10,17,15,15,15
11,17,15,15,15
12,17,15,15,15
13,17,15,15,15
14,17,15,15,15
15,17,0,0,0
16,17,15,15,15
17,17,15,15,15
18,17,15,15,15
19,17,15,15,15
20,17,15,15,15
21,17,15,15,15
22,17,15,15,15
23,17,15,15,15
24,17,15,15,15
25,17,15,15,15
26,17,15,15,15
27,17,15,15,15
28,17,15,15,15
29,17,0,0,0
30,17,15,15,15
31,17,0,0,0
0,18,0,0,0
1,18,15,15,15
2,18,15,15,15
3,18,15,15,15
4,18,15,15,15
5,18,15,15,15
6,18,0,0,0
7,18,15,15,15
8,18,15,15,15
9,18,15,15,15
10,18,15,15,15
11,18,15,15,15
12,18,15,15,15
13,18,15,15,15
14,18,15,15,15
15,18,0,0,0
16,18,15,15,15
17,18,15,15,15
18,18,15,15,15
19,18,15,15,15
20,18,15,15,15
21,18,15,15,15
22,18,15,15,15
23,18,15,15,15
24,18,15,15,15
25,18,15,15,15
26,18,15,15,15
27,18,15,15,15
28,18,0,0,0
29,18,15,15,15
30,18,15,15,15
31,18,0,0,0
0,19,0,0,0
1,19,15,15,15
2,19,15,15,15
3,19,15,15,15
4,19,15,15,15
5,19,15,15,15
6,19,15,15,15
7,19,0,0,0
8,19,15,15,15
9,19,15,15,15
10,19,15,15,15
11,19,15,15,15
12,19,15,15,15
13,19,15,15,15
14,19,15,15,15
15,19,0,0,0
16,19,15,15,15
17,19,15,15,15
18,19,15,15,15
19,19,15,15,15
20,19,15,15,15
21,19,15,15,15
22,19,15,15,15
23,19,15,15,15
24,19,15,15,15
25,19,15,15,15
26,19,15,15,15
27,19,0,0,0
28,19,15,15,15
29,19,15,15,15
30,19,15,15,15
31,19,0,0,0
0,20,0,0,0
1,20,15,15,15
2,20,15,15,15
3,20,15,15,15
4,20,15,15,15
5,20,15,15,15
6,20,15,15,15
7,20,15,15,15
8,20,0,0,0
9,20,15,15,15
10,20,15,15,15
11,20,15,15,15
12,20,15,15,15
13,20,15,15,15
14,20,15,15,15
15,20,0,0,0
16,20,15,15,15
17,20,15,15,15
18,20,15,15,15
19,20,15,15,15
20,20,15,15,15
21,20,15,15,15
22,20,15,15,15
23,20,15,15,15
24,20,15,15,15
25,20,15,15,15
26,20,0,0,0
27,20,15,15,15
28,20,15,15,15
29,20,15,15,15
30,20,15,15,15
31,20,0,0,0
0,21,0,0,0
1,21,15,15,15
2,21,15,15,15
3,21,15,15,15
4,21,15,15,15
5,21,15,15,15
6,21,15,15,15
7,21,15,15,15
8,21,15,15,15
9,21,0,0,0
10,21,15,15,15
11,21,15,15,15
12,21,15,15,15
13,21,15,15,15
14,21,15,15,15
15,21,0,0,0
16,21,15,15,15
17,21,15,15,15
18,21,15,15,15
19,21,15,15,15
20,21,15,15,15
21,21,15,15,15
22,21,15,15,15
23,21,15,15,15
24,21,15,15,15
25,21,0,0,0
26,21,15,15,15
27,21,15,15,15
28,21,15,15,15
29,21,15,15,15
30,21,15,15,15
31,21,0,0,0
0,22,0,0,0
1,22,15,15,15
2,22,15,15,15
3,22,15,15,15
4,22,15,15,15
5,22,15,15,15
6,22,15,15,15
7,22,15,15,15
8,22,15,15,15
9,22,15,15,15
10,22,0,0,0
11,22,15,15,15
12,22,15,15,15
13,22,15,15,15
14,22,15,15,15
15,22,0,0,0
16,22,15,15,15
17,22,15,15,15
18,22,15,15,15
19,22,15,15,15
20,22,15,15,15
21,22,15,15,15
22,22,15,15,15
23,22,15,15,15
24,22,0,0,0
25,22,15,15,15
26,22,15,15,15
27,22,15,15,15
28,22,15,15,15
29,22,15,15,15
30,22,15,15,15
31,22,0,0,0
0,23,0,0,0
1,23,15,15,15
2,23,15,15,15
3,23,15,15,15
4,23,15,15,15
5,23,15,15,15
6,23,15,15,15
7,23,15,15,15
8,23,15,15,15
9,23,15,15,15
10,23,15,15,15
11,23,0,0,0
12,23,15,15,15
13,23,15,15,15
14,23,15,15,15
15,23,0,0,0
16,23,15,15,15
17,23,15,15,15
18,23,15,15,15
19,23,15,15,15
20,23,15,15,15
21,23,15,15,15
22,23,15,15,15
23,23,0,0,0
24,23,15,15,15
25,23,15,15,15
26,23,15,15,15
27,23,15,15,15
28,23,15,15,15
29,23,15,15,15
30,23,15,15,15
31,23,0,0,0
0,24,0,0,0
1,24,15,15,15
2,24,15,15,15
3,24,15,15,15
4,24,15,15,15
5,24,15,15,15
6,24,15,15,15
7,24,15,15,15
8,24,15,15,15
9,24,15,15,15
10,24,15,15,15
11,24,0,0,0
12,24,0,0,0
13,24,15,15,15
14,24,15,15,15
15,24,0,0,0
16,24,15,15,15
17,24,15,15,15
18,24,15,15,15
19,24,15,15,15
20,24,15,15,15
21,24,15,15,15
22,24,0,0,0
23,24,15,15,15
24,24,15,15,15
25,24,15,15,15
26,24,15,15,15
27,24,15,15,15
28,24,15,15,15
29,24,15,15,15
30,24,15,15,15
31,24,0,0,0
0,25,0,0,0
1,25,15,15,15
2,25,15,15,15
3,25,15,15,15
4,25,15,15,15
5,25,15,15,15
6,25,15,15,15
7,25,15,15,15
8,25,15,15,15
9,25,15,15,15
10,25,15,15,15
11,25,0,0,0
12,25,15,15,15
13,25,0,0,0
14,25,15,15,15
15,25,0,0,0
16,25,15,15,15
17,25,15,15,15
18,25,15,15,15
19,25,15,15,15
20,25,15,15,15
21,25,0,0,0
22,25,15,15,15
23,25,15,15,15
24,25,15,15,15
25,25,15,15,15
26,25,15,15,15
27,25,15,15,15
28,25,15,15,15
29,25,15,15,15
30,25,15,15,15
31,25,0,0,0
0,26,0,0,0
1,26,15,15,15
2,26,15,15,15
3,26,15,15,15
4,26,15,15,15
5,26,15,15,15
6,26,15,15,15
7,26,15,15,15
8,26,15,15,15
9,26,15,15,15
10,26,15,15,15
11,26,0,0,0
12,26,15,15,15
13,26,15,15,15
14,26,0,0,0
15,26,0,0,0
16,26,15,15,15
17,26,15,15,15
18,26,15,15,15
19,26,15,15,15
20,26,0,0,0
21,26,15,15,15
22,26,15,15,15
23,26,15,15,15
24,26,15,15,15
25,26,15,15,15
26,26,15,15,15
27,26,15,15,15
28,26,15,15,15
29,26,15,15,15
30,26,15,15,15
31,26,0,0,0
0,27,0,0,0
1,27,15,15,15
2,27,15,15,15
3,27,15,15,15
4,27,15,15,15
5,27,15,15,15
6,27,15,15,15
7,27,15,15,15
8,27,15,15,15
9,27,15,15,15
10,27,15,15,15
11,27,0,0,0
12,27,15,15,15
13,27,15,15,15
14,27,15,15,15
15,27,0,0,0
16,27,15,15,15
17,27,15,15,15
18,27,15,15,15
19,27,0,0,0
20,27,15,15,15
21,27,15,15,15
22,27,15,15,15
23,27,15,15,15
24,27,15,15,15
25,27,15,15,15
26,27,15,15,15
27,27,15,15,15
28,27,15,15,15
29,27,15,15,15
30,27,15,15,15
31,27,0,0,0
0,28,0,0,0
1,28,15,15,15
2,28,15,15,15
3,28,15,15,15
4,28,15,15,15
5,28,15,15,15
6,28,15,15,15
7,28,15,15,15
8,28,15,15,15
9,28,15,15,15
10,28,15,15,15
11,28,15,15,15
12,28,0,0,0
13,28,0,0,0
14,28,0,0,0
15,28,0,0,0
16,28,0,0,0
17,28,15,15,15
18,28,0,0,0
19,28,15,15,15
20,28,15,15,15
21,28,15,15,15
22,28,15,15,15
23,28,15,15,15
24,28,15,15,15
25,28,15,15,15
26,28,15,15,15
27,28,15,15,15
28,28,15,15,15
29,28,15,15,15
30,28,15,15,15
31,28,0,0,0
0,29,0,0,0
1,29,15,15,15
2,29,15,15,15
3,29,15,15,15
4,29,15,15,15
5,29,15,15,15
6,29,15,15,15
7,29,15,15,15
8,29,15,15,15
9,29,15,15,15
10,29,15,15,15
11,29,15,15,15
12,29,0,0,0
13,29,0,0,0
14,29,0,0,0
15,29,0,0,0
16,29,15,15,15
17,29,0,0,0
18,29,15,15,15
19,29,15,15,15
20,29,15,15,15
21,29,15,15,15
22,29,15,15,15
23,29,15,15,15
24,29,15,15,15
25,29,15,15,15
26,29,15,15,15
27,29,15,15,15
28,29,15,15,15
29,29,15,15,15
30,29,15,15,15
31,29,0,0,0
0,30,0,0,0
1,30,15,15,15
2,30,15,15,15
3,30,15,15,15
4,30,15,15,15
5,30,15,15,15
6,30,15,15,15
7,30,15,15,15
8,30,15,15,15
9,30,15,15,15
10,30,15,15,15
11,30,15,15,15
12,30,15,15,15
13,30,15,15,15
14,30,15,15,15
15,30,15,15,15
16,30,15,15,15
17,30,15,15,15
18,30,15,15,15
19,30,15,15,15
20,30,15,15,15
21,30,15,15,15
22,30,15,15,15
23,30,15,15,15
24,30,15,15,15
25,30,15,15,15
26,30,15,15,15
27,30,15,15,15
28,30,15,15,15
29,30,15,15,15
30,30,15,15,15
31,30,0,0,0
0,31,0,0,0
1,31,0,0,0
2,31,0,0,0
3,31,0,0,0
4,31,0,0,0
5,31,0,0,0
6,31,0,0,0
7,31,0,0,0
8,31,0,0,0
9,31,0,0,0
10,31,0,0,0
11,31,0,0,0
12,31,0,0,0
13,31,0,0,0
14,31,0,0,0
15,31,0,0,0
16,31,0,0,0
17,31,0,0,0
18,31,0,0,0
19,31,0,0,0
20,31,0,0,0
21,31,0,0,0
22,31,0,0,0
23,31,0,0,0
24,31,0,0,0
25,31,0,0,0
26,31,0,0,0
27,31,0,0,0
28,31,0,0,0
29,31,0,0,0
30,31,0,0,0
31,31,0,0,0
