x,y,r,g,b
17,3,15,15,15
18,3,15,15,15
19,3,15,15,15
20,3,15,15,15
21,3,15,15,15
22,3,15,15,15
23,3,15,15,15
24,3,0,0,0
25,3,0,0,0
26,3,0,0,0
27,3,0,0,0
28,3,15,15,0
29,3,15,15,0
30,3,0,0,0
31,3,0,0,0
0,4,15,15,15
1,4,15,15,15
2,4,15,15,15
3,4,15,15,15
4,4,15,15,15
5,4,15,15,15
6,4,15,15,15
7,4,15,15,15
8,4,15,15,15
9,4,15,15,15
10,4,0,0,0
11,4,0,0,0
12,4,15,15,0
13,4,15,15,0
14,4,0,0,0
15,4,0,0,0
16,4,15,15,15
17,4,15,15,15
18,4,15,15,15
19,4,15,15,15
20,4,15,15,15
21,4,15,15,15
22,4,15,15,15
23,4,15,15,15
24,4,0,0,0
25,4,0,0,0
26,4,0,0,0
27,4,0,0,0
28,4,15,15,0
29,4,15,15,0
30,4,0,0,0
31,4,0,0,0
0,5,15,15,15
1,5,15,15,15
2,5,15,15,15
3,5,15,15,15
4,5,15,15,15
5,5,15,15,15
6,5,15,15,15
7,5,15,15,15
8,5,15,15,15
9,5,15,15,15
10,5,0,0,0
11,5,0,0,0
12,5,15,15,0
13,5,15,15,0
14,5,15,15,0
15,5,15,15,0
16,5,0,0,0
17,5,0,0,0
18,5,15,15,15
19,5,15,15,15
20,5,0,0,0
21,5,0,0,0
22,5,0,0,0
23,5,0,0,0
24,5,15,15,0
25,5,15,15,0
26,5,15,15,0
27,5,15,15,0
28,5,15,15,0
29,5,15,15,0
30,5,0,0,0
31,5,0,0,0
0,6,15,15,15
1,6,15,15,15
2,6,15,15,15
3,6,15,15,15
4,6,15,15,15
5,6,15,15,15
6,6,15,15,15
7,6,15,15,15
8,6,15,15,15
9,6,15,15,15
10,6,0,0,0
11,6,0,0,0
12,6,15,15,0
13,6,15,15,0
14,6,15,15,0
15,6,15,15,0
16,6,0,0,0
17,6,0,0,0
18,6,15,15,15
19,6,15,15,15
20,6,0,0,0
21,6,0,0,0
22,6,0,0,0
23,6,0,0,0
24,6,15,15,0
25,6,15,15,0
26,6,15,15,0
27,6,15,15,0
28,6,15,15,0
29,6,15,15,0
30,6,0,0,0
31,6,0,0,0
0,7,15,15,15
1,7,15,15,15
2,7,15,15,15
3,7,15,15,15
4,7,15,15,15
5,7,15,15,15
6,7,15,15,15
7,7,15,15,15
8,7,15,15,15
9,7,15,15,15
10,7,0,0,0
11,7,0,0,0
12,7,15,15,0
13,7,15,15,0
14,7,15,15,0
15,7,15,15,0
16,7,15,15,0
17,7,15,15,0
18,7,0,0,0
19,7,0,0,0
20,7,15,15,0
21,7,15,15,0
22,7,15,15,0
23,7,15,15,0
24,7,15,15,0
25,7,15,15,0
26,7,15,15,0
27,7,15,15,0
28,7,0,0,0
29,7,0,0,0
30,7,15,15,15
31,7,15,15,15
0,8,15,15,15
1,8,15,15,15
2,8,15,15,15
3,8,15,15,15
4,8,15,15,15
5,8,15,15,15
6,8,15,15,15
7,8,15,15,15
8,8,15,15,15
9,8,15,15,15
10,8,0,0,0
11,8,0,0,0
12,8,15,15,0
13,8,15,15,0
14,8,15,15,0
15,8,15,15,0
16,8,15,15,0
17,8,15,15,0
18,8,0,0,0
19,8,0,0,0
20,8,15,15,0
21,8,15,15,0
22,8,15,15,0
23,8,15,15,0
24,8,15,15,0
25,8,15,15,0
26,8,15,15,0
27,8,15,15,0
28,8,0,0,0
29,8,0,0,0
30,8,15,15,15
31,8,15,15,15
0,9,15,15,15
1,9,15,15,15
2,9,15,15,15
3,9,15,15,15
4,9,15,15,15
5,9,15,15,15
6,9,15,15,15
7,9,15,15,15
8,9,15,15,15
9,9,15,15,15
10,9,0,0,0
11,9,0,0,0
12,9,15,15,0
13,9,15,15,0
14,9,15,15,0
15,9,15,15,0
16,9,15,15,0
17,9,15,15,0
18,9,15,15,0
19,9,15,15,0
20,9,15,15,0
21,9,15,15,0
22,9,15,15,0
23,9,15,15,0
24,9,15,15,0
25,9,15,15,0
26,9,15,15,0
27,9,15,15,0
28,9,0,0,0
29,9,0,0,0
30,9,15,15,15
31,9,15,15,15
0,10,15,15,15
1,10,15,15,15
2,10,15,15,15
3,10,15,15,15
4,10,15,15,15
5,10,15,15,15
6,10,15,15,15
7,10,15,15,15
8,10,15,15,15
9,10,15,15,15
10,10,0,0,0
11,10,0,0,0
12,10,15,15,0
13,10,15,15,0
14,10,15,15,0
15,10,15,15,0
16,10,15,15,0
17,10,15,15,0
18,10,15,15,0
19,10,15,15,0
20,10,15,15,0
21,10,15,15,0
22,10,15,15,0
23,10,15,15,0
24,10,15,15,0
25,10,15,15,0
26,10,15,15,0
27,10,15,15,0
28,10,0,0,0
29,10,0,0,0
30,10,15,15,15
31,10,15,15,15
0,11,15,15,15
1,11,15,15,15
2,11,15,15,15
3,11,15,15,15
4,11,15,15,15
5,11,15,15,15
6,11,0,0,0
7,11,0,0,0
8,11,0,0,0
9,11,0,0,0
10,11,15,15,0
11,11,15,15,0
12,11,15,15,0
13,11,15,15,0
14,11,15,15,0
15,11,15,15,0
16,11,15,15,0
17,11,15,15,0
18,11,15,15,0
19,11,15,15,0
20,11,15,15,0
21,11,15,15,0
22,11,15,15,0
23,11,15,15,0
24,11,15,15,0
25,11,15,15,0
26,11,0,0,0
27,11,0,0,0
28,11,15,15,15
29,11,15,15,15
30,11,15,15,15
31,11,15,15,15
0,12,15,15,15
1,12,15,15,15
2,12,15,15,15
3,12,15,15,15
4,12,15,15,15
5,12,15,15,15
6,12,0,0,0
7,12,0,0,0
8,12,0,0,0
9,12,0,0,0
10,12,15,15,0
11,12,15,15,0
12,12,15,15,0
13,12,15,15,0
14,12,15,15,0
15,12,15,15,0
16,12,15,15,0
17,12,15,15,0
18,12,15,15,0
19,12,15,15,0
20,12,15,15,0
21,12,15,15,0
22,12,15,15,0
23,12,15,15,0
24,12,15,15,0
25,12,15,15,0
26,12,0,0,0
27,12,0,0,0
28,12,15,15,15
29,12,15,15,15
30,12,15,15,15
31,12,15,15,15
0,13,15,15,15
1,13,15,15,15
2,13,0,0,0
3,13,0,0,0
4,13,0,0,0
5,13,0,0,0
6,13,15,15,0
7,13,15,15,0
8,13,15,15,0
9,13,15,15,0
10,13,15,15,0
11,13,15,15,0
12,13,0,0,0
13,13,0,0,0
14,13,0,0,0
15,13,0,0,0
16,13,0,0,0
17,13,0,0,0
18,13,15,15,0
19,13,15,15,0
20,13,15,15,0
21,13,15,15,0
22,13,15,15,0
23,13,15,15,0
24,13,15,15,0
25,13,15,15,0
26,13,0,0,0
27,13,0,0,0
28,13,15,15,15
29,13,15,15,15
30,13,15,15,15
31,13,15,15,15
0,14,15,15,15
1,14,15,15,15
2,14,0,0,0
3,14,0,0,0
4,14,0,0,0
5,14,0,0,0
6,14,15,15,0
7,14,15,15,0
8,14,15,15,0
9,14,15,15,0
10,14,15,15,0
11,14,15,15,0
12,14,0,0,0
13,14,0,0,0
14,14,0,0,0
15,14,0,0,0
16,14,0,0,0
17,14,0,0,0
18,14,15,15,0
19,14,15,15,0
20,14,15,15,0
21,14,15,15,0
22,14,15,15,0
23,14,15,15,0
24,14,15,15,0
25,14,15,15,0
26,14,0,0,0
27,14,0,0,0
28,14,15,15,15
29,14,15,15,15
30,14,15,15,15
31,14,15,15,15
0,15,0,0,0
1,15,0,0,0
2,15,15,15,0
3,15,15,15,0
4,15,15,15,0
5,15,15,15,0
6,15,15,15,0
7,15,15,15,0
8,15,15,15,0
9,15,15,15,0
10,15,15,15,0
11,15,15,15,0
12,15,15,15,0
13,15,15,15,0
14,15,15,15,0
15,15,15,15,0
16,15,15,15,0
17,15,15,15,0
18,15,15,15,0
19,15,15,15,0
20,15,15,15,0
21,15,15,15,0
22,15,15,15,0
23,15,15,15,0
24,15,0,0,0
25,15,0,0,0
26,15,15,15,15
27,15,15,15,15
28,15,15,15,15
29,15,15,15,15
30,15,15,15,15
31,15,15,15,15
0,16,0,0,0
1,16,0,0,0
2,16,15,15,0
3,16,15,15,0
4,16,15,15,0
5,16,15,15,0
6,16,15,15,0
7,16,15,15,0
8,16,15,15,0
9,16,15,15,0
10,16,15,15,0
11,16,15,15,0
12,16,15,15,0
13,16,15,15,0
14,16,15,15,0
15,16,15,15,0
16,16,15,15,0
17,16,15,15,0
18,16,15,15,0
19,16,15,15,0
20,16,15,15,0
21,16,15,15,0
22,16,15,15,0
23,16,15,15,0
24,16,0,0,0
25,16,0,0,0
26,16,15,15,15
27,16,15,15,15
28,16,15,15,15
29,16,15,15,15
30,16,15,15,15
31,16,15,15,15
0,17,15,15,15
1,17,15,15,15
2,17,0,0,0
3,17,0,0,0
4,17,0,0,0
5,17,0,0,0
6,17,15,15,0
7,17,15,15,0
8,17,15,15,0
9,17,15,15,0
10,17,15,15,0
11,17,15,15,0
12,17,0,0,0
13,17,0,0,0
14,17,0,0,0
15,17,0,0,0
16,17,0,0,0
17,17,0,0,0
18,17,15,15,0
19,17,15,15,0
20,17,15,15,0
21,17,15,15,0
22,17,15,15,0
23,17,15,15,0
24,17,15,15,0
25,17,15,15,0
26,17,0,0,0
27,17,0,0,0
28,17,15,15,15
29,17,15,15,15
30,17,15,15,15
31,17,15,15,15
0,18,15,15,15
1,18,15,15,15
2,18,0,0,0
3,18,0,0,0
4,18,0,0,0
5,18,0,0,0
6,18,15,15,0
7,18,15,15,0
8,18,15,15,0
9,18,15,15,0
10,18,15,15,0
11,18,15,15,0
12,18,0,0,0
13,18,0,0,0
14,18,0,0,0
15,18,0,0,0
16,18,0,0,0
17,18,0,0,0
18,18,15,15,0
19,18,15,15,0
20,18,15,15,0
21,18,15,15,0
22,18,15,15,0
23,18,15,15,0
24,18,15,15,0
25,18,15,15,0
26,18,0,0,0
27,18,0,0,0
28,18,15,15,15
29,18,15,15,15
30,18,15,15,15
31,18,15,15,15
0,19,15,15,15
1,19,15,15,15
2,19,15,15,15
3,19,15,15,15
4,19,15,15,15
5,19,15,15,15
6,19,0,0,0
7,19,0,0,0
8,19,0,0,0
9,19,0,0,0
10,19,15,15,0
11,19,15,15,0
12,19,15,15,0
13,19,15,15,0
14,19,15,15,0
15,19,15,15,0
16,19,15,15,0
17,19,15,15,0
18,19,15,15,0
19,19,15,15,0
20,19,15,15,0
21,19,15,15,0
22,19,15,15,0
23,19,15,15,0
24,19,15,15,0
25,19,15,15,0
26,19,0,0,0
27,19,0,0,0
28,19,15,15,15
29,19,15,15,15
30,19,15,15,15
31,19,15,15,15
0,20,15,15,15
1,20,15,15,15
2,20,15,15,15
3,20,15,15,15
4,20,15,15,15
5,20,15,15,15
6,20,0,0,0
7,20,0,0,0
8,20,0,0,0
9,20,0,0,0
10,20,15,15,0
11,20,15,15,0
12,20,15,15,0
13,20,15,15,0
14,20,15,15,0
15,20,15,15,0
16,20,15,15,0
17,20,15,15,0
18,20,15,15,0
19,20,15,15,0
20,20,15,15,0
21,20,15,15,0
22,20,15,15,0
23,20,15,15,0
24,20,15,15,0
25,20,15,15,0
26,20,0,0,0
27,20,0,0,0
28,20,15,15,15
29,20,15,15,15
30,20,15,15,15
31,20,15,15,15
0,21,15,15,15
1,21,15,15,15
2,21,15,15,15
3,21,15,15,15
4,21,15,15,15
5,21,15,15,15
6,21,15,15,15
7,21,15,15,15
8,21,15,15,15
9,21,15,15,15
10,21,0,0,0
11,21,0,0,0
12,21,15,15,0
13,21,15,15,0
14,21,15,15,0
15,21,15,15,0
16,21,15,15,0
17,21,15,15,0
18,21,15,15,0
19,21,15,15,0
20,21,15,15,0
21,21,15,15,0
22,21,15,15,0
23,21,15,15,0
24,21,15,15,0
25,21,15,15,0
26,21,15,15,0
27,21,15,15,0
28,21,0,0,0
29,21,0,0,0
30,21,15,15,15
31,21,15,15,15
0,22,15,15,15
1,22,15,15,15
2,22,15,15,15
3,22,15,15,15
4,22,15,15,15
5,22,15,15,15
6,22,15,15,15
7,22,15,15,15
8,22,15,15,15
9,22,15,15,15
10,22,0,0,0
11,22,0,0,0
12,22,15,15,0
13,22,15,15,0
14,22,15,15,0
15,22,15,15,0
16,22,15,15,0
17,22,15,15,0
18,22,15,15,0
19,22,15,15,0
20,22,15,15,0
21,22,15,15,0
22,22,15,15,0
23,22,15,15,0
24,22,15,15,0
25,22,15,15,0
26,22,15,15,0
27,22,15,15,0
28,22,0,0,0
29,22,0,0,0
30,22,15,15,15
31,22,15,15,15
0,23,15,15,15
1,23,15,15,15
2,23,15,15,15
3,23,15,15,15
4,23,15,15,15
5,23,15,15,15
6,23,15,15,15
7,23,15,15,15
8,23,15,15,15
9,23,15,15,15
10,23,0,0,0
11,23,0,0,0
12,23,15,15,0
13,23,15,15,0
14,23,15,15,0
15,23,15,15,0
16,23,15,15,0
17,23,15,15,0
18,23,0,0,0
19,23,0,0,0
20,23,15,15,0
21,23,15,15,0
22,23,15,15,0
23,23,15,15,0
24,23,15,15,0
25,23,15,15,0
26,23,15,15,0
27,23,15,15,0
28,23,0,0,0
29,23,0,0,0
30,23,15,15,15
31,23,15,15,15
0,24,15,15,15
1,24,15,15,15
2,24,15,15,15
3,24,15,15,15
4,24,15,15,15
5,24,15,15,15
6,24,15,15,15
7,24,15,15,15
8,24,15,15,15
9,24,15,15,15
10,24,0,0,0
11,24,0,0,0
12,24,15,15,0
13,24,15,15,0
14,24,15,15,0
15,24,15,15,0
16,24,15,15,0
17,24,15,15,0
18,24,0,0,0
19,24,0,0,0
20,24,15,15,0
21,24,15,15,0
22,24,15,15,0
23,24,15,15,0
24,24,15,15,0
25,24,15,15,0
26,24,15,15,0
27,24,15,15,0
28,24,0,0,0
29,24,0,0,0
30,24,15,15,15
31,24,15,15,15
0,25,15,15,15
1,25,15,15,15
2,25,15,15,15
3,25,15,15,15
4,25,15,15,15
5,25,15,15,15
6,25,15,15,15
7,25,15,15,15
8,25,15,15,15
9,25,15,15,15
10,25,0,0,0
11,25,0,0,0
12,25,15,15,0
13,25,15,15,0
14,25,15,15,0
15,25,15,15,0
16,25,0,0,0
17,25,0,0,0
18,25,15,15,15
19,25,15,15,15
20,25,0,0,0
21,25,0,0,0
22,25,0,0,0
23,25,0,0,0
24,25,15,15,0
25,25,15,15,0
26,25,15,15,0
27,25,15,15,0
28,25,15,15,0
29,25,15,15,0
30,25,0,0,0
31,25,0,0,0
0,26,15,15,15
1,26,15,15,15
2,26,15,15,15
3,26,15,15,15
4,26,15,15,15
5,26,15,15,15
6,26,15,15,15
7,26,15,15,15
8,26,15,15,15
9,26,15,15,15
10,26,0,0,0
11,26,0,0,0
12,26,15,15,0
13,26,15,15,0
14,26,15,15,0
15,26,15,15,0
16,26,0,0,0
17,26,0,0,0
18,26,15,15,15
19,26,15,15,15
20,26,0,0,0
21,26,0,0,0
22,26,0,0,0
23,26,0,0,0
24,26,15,15,0
25,26,15,15,0
26,26,15,15,0
27,26,15,15,0
28,26,15,15,0
29,26,15,15,0
30,26,0,0,0
31,26,0,0,0
0,27,15,15,15
1,27,15,15,15
2,27,15,15,15
3,27,15,15,15
4,27,15,15,15
5,27,15,15,15
6,27,15,15,15
7,27,15,15,15
8,27,15,15,15
9,27,15,15,15
10,27,0,0,0
11,27,0,0,0
12,27,15,15,0
13,27,15,15,0
14,27,0,0,0
15,27,0,0,0
16,27,15,15,15
17,27,15,15,15
18,27,15,15,15
19,27,15,15,15
20,27,15,15,15
21,27,15,15,15
22,27,15,15,15
23,27,15,15,15
24,27,0,0,0
25,27,0,0,0
26,27,0,0,0
27,27,0,0,0
28,27,15,15,0
29,27,15,15,0
30,27,0,0,0
31,27,0,0,0
0,28,15,15,15
1,28,15,15,15
2,28,15,15,15
3,28,15,15,15
4,28,15,15,15
5,28,15,15,15
6,28,15,15,15
7,28,15,15,15
8,28,15,15,15
9,28,15,15,15
10,28,0,0,0
11,28,0,0,0
12,28,15,15,0
13,28,15,15,0
14,28,0,0,0
15,28,0,0,0
16,28,15,15,15
17,28,15,15,15
18,28,15,15,15
19,28,15,15,15
20,28,15,15,15
21,28,15,15,15
22,28,15,15,15
23,28,15,15,15
24,28,0,0,0
25,28,0,0,0
26,28,0,0,0
27,28,0,0,0
28,28,15,15,0
29,28,15,15,0
30,28,0,0,0
31,28,0,0,0
0,29,15,15,15
1,29,15,15,15
2,29,15,15,15
3,29,15,15,15
4,29,15,15,15
5,29,15,15,15
6,29,15,15,15
7,29,15,15,15
8,29,15,15,15
9,29,15,15,15
10,29,0,0,0
11,29,0,0,0
12,29,0,0,0
13,29,0,0,0
14,29,15,15,15
15,29,15,15,15
16,29,15,15,15
17,29,15,15,15
18,29,15,15,15
19,29,15,15,15
20,29,15,15,15
21,29,15,15,15
22,29,15,15,15
23,29,15,15,15
24,29,15,15,15
25,29,15,15,15
26,29,15,15,15
27,29,15,15,15
28,29,0,0,0
29,29,0,0,0
30,29,0,0,0
31,29,0,0,0
0,30,15,15,15
1,30,15,15,15
2,30,15,15,15
3,30,15,15,15
4,30,15,15,15
5,30,15,15,15
6,30,15,15,15
7,30,15,15,15
8,30,15,15,15
9,30,15,15,15
10,30,0,0,0
11,30,0,0,0
12,30,0,0,0
13,30,0,0,0
14,30,15,15,15
15,30,15,15,15
16,30,15,15,15
17,30,15,15,15
18,30,15,15,15
19,30,15,15,15
20,30,15,15,15
21,30,15,15,15
22,30,15,15,15
23,30,15,15,15
24,30,15,15,15
25,30,15,15,15
26,30,15,15,15
27,30,15,15,15
28,30,0,0,0
29,30,0,0,0
30,30,0,0,0
31,30,0,0,0
0,31,15,15,15
1,31,15,15,15
2,31,15,15,15
3,31,15,15,15
4,31,15,15,15
5,31,15,15,15
6,31,15,15,15
7,31,15,15,15
8,31,15,15,15
9,31,15,15,15
10,31,15,15,15
11,31,15,15,15
12,31,15,15,15
13,31,15,15,15
14,31,15,15,15
15,31,15,15,15
16,31,15,15,15
17,31,15,15,15
18,31,15,15,15
19,31,15,15,15
20,31,15,15,15
21,31,15,15,15
22,31,15,15,15
23,31,15,15,15
24,31,15,15,15
25,31,15,15,15
26,31,15,15,15
27,31,15,15,15
28,31,15,15,15
29,31,15,15,15
30,31,15,15,15
31,31,15,15,15
